Entity,Label
por,OBJECT
favor,OBJECT
",",OBJECT
providência,OBJECT
das,OBJECT
autoridades,PERSON
.,OBJECT
Obrigada,OBJECT
Hoje,OBJECT
aconteceu,OBJECT
um,OBJECT
crime,OBJECT
bárbaro,OBJECT
aqui,OBJECT
na,OBJECT
favela,LOCATION
da,OBJECT
caroba,OBJECT
o,OBJECT
vando,OBJECT
perereca,OBJECT
cometeu,OBJECT
envestigar,OBJECT
pelo,OBJECT
amor,OBJECT
de,OBJECT
deus,OBJECT
esse,OBJECT
vando,OBJECT
vai,OBJECT
matar,OBJECT
a,OBJECT
favela,LOCATION
toda,OBJECT
assim,OBJECT
fora,OBJECT
as,OBJECT
orgias,OBJECT
com,OBJECT
as,OBJECT
meninas,PERSON
de,OBJECT
13,OBJECT
anos,OBJECT
ele,OBJECT
mata,OBJECT
.,OBJECT
Bandidos,PERSON
da,OBJECT
comunidade,LOCATION
do,OBJECT
muquiço,OBJECT
estão,OBJECT
fugindo,OBJECT
pela,OBJECT
travessa,OBJECT
Santo,OBJECT
Antônio,OBJECT
em,OBJECT
marechal,OBJECT
Hermes,OBJECT
",",OBJECT
quando,OBJECT
a,OBJECT
polícia,ORGANIZATION
entra,OBJECT
na,OBJECT
comunidade,LOCATION
.,OBJECT
Eles,OBJECT
passam,OBJECT
correndo,OBJECT
com,OBJECT
armas,OBJECT
na,OBJECT
mão,OBJECT
.,OBJECT
E,OBJECT
a,OBJECT
polícia,ORGANIZATION
não,OBJECT
prende,OBJECT
eles,OBJECT
.,OBJECT
E,OBJECT
só,OBJECT
ficar,OBJECT
aqui,OBJECT
na,OBJECT
rua,LOCATION
.,OBJECT
Não,OBJECT
é,OBJECT
possível,OBJECT
que,OBJECT
o,OBJECT
comandante,PERSON
do,OBJECT
9,OBJECT
batalhão,OBJECT
nunca,OBJECT
tomou,OBJECT
conhecimento,OBJECT
do,OBJECT
que,OBJECT
acontece,OBJECT
aqui,OBJECT
em,OBJECT
nossa,OBJECT
rua,LOCATION
porque,OBJECT
nada,OBJECT
é,OBJECT
feito,OBJECT
.,OBJECT
Ninguém,OBJECT
vê,OBJECT
viatura,OBJECT
aqui,OBJECT
estamos,OBJECT
abandonados,OBJECT
.,OBJECT
Agora,OBJECT
colocaram,OBJECT
uma,OBJECT
boca,OBJECT
de,OBJECT
fumo,OBJECT
na,OBJECT
reta,OBJECT
de,OBJECT
Deodoro,PERSON
que,OBJECT
fica,OBJECT
no,OBJECT
final,OBJECT
da,OBJECT
nossa,OBJECT
rua,LOCATION
.,OBJECT
E,OBJECT
nada,OBJECT
foi,OBJECT
feito,OBJECT
para,OBJECT
prender,OBJECT
o,OBJECT
bandido,PERSON
de,OBJECT
vulgo,OBJECT
russinho,OBJECT
que,OBJECT
é,OBJECT
foragindo,OBJECT
da,OBJECT
justiça,OBJECT
o,OBJECT
nome,OBJECT
dele,OBJECT
é,OBJECT
wesley,OBJECT
ele,OBJECT
é,OBJECT
esse,OBJECT
da,OBJECT
foto,OBJECT
de,OBJECT
camisa,OBJECT
branca,OBJECT
e,OBJECT
bermuda,OBJECT
azul,OBJECT
.,OBJECT
Ele,OBJECT
desfila,OBJECT
de,OBJECT
moto,OBJECT
e,OBJECT
armado,OBJECT
sem,OBJECT
ser,OBJECT
incomodado,OBJECT
",",OBJECT
tudo,OBJECT
isso,OBJECT
porque,OBJECT
nossas,OBJECT
denúncias,OBJECT
não,OBJECT
foram,OBJECT
ouvidas,OBJECT
.,OBJECT
Cansamos,OBJECT
de,OBJECT
avisar,OBJECT
que,OBJECT
isso,OBJECT
aconteceria,OBJECT
mais,OBJECT
nada,OBJECT
foi,OBJECT
feito,OBJECT
.,OBJECT
Visão,OBJECT
própria,OBJECT
escura,OBJECT
quando,OBJECT
induzido,OBJECT
à,OBJECT
delitos,OBJECT
",",OBJECT
ilícitos,PERSON
ou,OBJECT
indignidades,OBJECT
.,OBJECT
Quando,OBJECT
sem,OBJECT
baixa,OBJECT
resistência,OBJECT
ocupo-me,OBJECT
com,OBJECT
mente,OBJECT
no,OBJECT
YouTube,ORGANIZATION
e,OBJECT
Facebook,ORGANIZATION
desta,OBJECT
conta,OBJECT
de,OBJECT
email,OBJECT
:,OBJECT
luciocllima,OBJECT
.,OBJECT
riorj,OBJECT
@,OBJECT
gmail,OBJECT
.,OBJECT
com,OBJECT
Indivíduo,PERSON
com,OBJECT
anestesia,OBJECT
emocional,OBJECT
como,OBJECT
antigo,OBJECT
e,OBJECT
primeiro,OBJECT
Lúcio,OBJECT
Cláudio,OBJECT
Lima,OBJECT
no,OBJECT
antigo,OBJECT
Morro,OBJECT
Casa,OBJECT
Branca,OBJECT
acesso,OBJECT
R,OBJECT
.,OBJECT
São,OBJECT
Miguel,OBJECT
118,OBJECT
/,OBJECT
130,OBJECT
Marechal,OBJECT
Trompovisky,OBJECT
próximo,OBJECT
Av,OBJECT
.,OBJECT
Maracanã,OBJECT
Tijuca,OBJECT
.,OBJECT
Jovens,PERSON
armados,OBJECT
vendendo,OBJECT
drogas,OBJECT
na,OBJECT
favelinha,OBJECT
no,OBJECT
vila,LOCATION
3,OBJECT
na,OBJECT
rua,LOCATION
aldrovando,OBJECT
pena,OBJECT
eles,OBJECT
ficam,OBJECT
no,OBJECT
beco,OBJECT
de,OBJECT
cima,OBJECT
e,OBJECT
quando,OBJECT
a,OBJECT
polícia,ORGANIZATION
vem,OBJECT
eles,OBJECT
ou,OBJECT
pra,OBJECT
cima,OBJECT
do,OBJECT
morro,LOCATION
em,OBJECT
direção,OBJECT
a,OBJECT
ou,OBJECT
para,OBJECT
o,OBJECT
matagal,OBJECT
na,OBJECT
Girão,OBJECT
Barroso,OBJECT
é,OBJECT
só,OBJECT
cercar,OBJECT
e,OBJECT
esperar,OBJECT
Estão,OBJECT
colocando,OBJECT
carros,OBJECT
com,OBJECT
as,OBJECT
placas,OBJECT
tapadas,OBJECT
dentro,OBJECT
do,OBJECT
pátio,OBJECT
do,OBJECT
hospital,ORGANIZATION
Almir,OBJECT
dutton,OBJECT
(,OBJECT
Rochinha,OBJECT
),OBJECT
que,OBJECT
está,OBJECT
desativado,OBJECT
",",OBJECT
não,OBJECT
sei,OBJECT
se,OBJECT
esses,OBJECT
veículos,OBJECT
são,OBJECT
roubados,OBJECT
",",OBJECT
melhor,OBJECT
verificar,OBJECT
para,OBJECT
segurança,OBJECT
do,OBJECT
local,LOCATION
porque,OBJECT
estão,OBJECT
adentrando,OBJECT
o,OBJECT
local,LOCATION
sem,OBJECT
autorização,OBJECT
",",OBJECT
verificar,OBJECT
com,OBJECT
urgência,OBJECT
!,OBJECT
!,OBJECT
!,OBJECT
!,OBJECT
Queria,OBJECT
denuciar,OBJECT
homem,PERSON
conhecido,OBJECT
como,OBJECT
Jorge,PERSON
malukinho,OBJECT
ele,OBJECT
ex,OBJECT
detento,PERSON
tem,OBJECT
um,OBJECT
tráfico,OBJECT
de,OBJECT
droga,OBJECT
no,OBJECT
bairro,LOCATION
Caxambu,OBJECT
a,OBJECT
Polícia,ORGANIZATION
já,OBJECT
fez,OBJECT
batida,OBJECT
na,OBJECT
casa,LOCATION
do,OBJECT
mesmo,OBJECT
várias,OBJECT
vezes,OBJECT
mais,OBJECT
ele,OBJECT
sempre,OBJECT
consegue,OBJECT
escapar,OBJECT
inclusivel,OBJECT
já,OBJECT
fugiu,OBJECT
algemado,OBJECT
a,OBJECT
alguns,OBJECT
tempo,OBJECT
atrás,OBJECT
mais,OBJECT
além,OBJECT
do,OBJECT
fato,OBJECT
do,OBJECT
tráfico,OBJECT
oque,OBJECT
vem,OBJECT
incomodando,OBJECT
também,OBJECT
os,OBJECT
moradores,PERSON
e,OBJECT
que,OBJECT
o,OBJECT
mesmo,OBJECT
que,OBJECT
possui,OBJECT
2,OBJECT
carros,OBJECT
uma,OBJECT
fiati,OBJECT
palio,OBJECT
dourada,OBJECT
e,OBJECT
um,OBJECT
gol,OBJECT
cinza,OBJECT
placa,OBJECT
LMN,OBJECT
2227,OBJECT
Duque,OBJECT
de,OBJECT
Caxias,OBJECT
e,OBJECT
os,OBJECT
veículos,OBJECT
são,OBJECT
conduzido,OBJECT
por,OBJECT
menores,PERSON
de,OBJECT
idade,OBJECT
que,OBJECT
trafegam,OBJECT
em,OBJECT
alta,OBJECT
velocidade,OBJECT
fazendo,OBJECT
manobras,OBJECT
perigosas,OBJECT
e,OBJECT
trasportando,OBJECT
Jorge,PERSON
malukinho,OBJECT
pela,OBJECT
comunidade,PERSON
e,OBJECT
pela,OBJECT
cidade,LOCATION
pois,OBJECT
o,OBJECT
mesmo,OBJECT
não,OBJECT
sabe,OBJECT
conduzir,OBJECT
e,OBJECT
conta,OBJECT
com,OBJECT
axilio,OBJECT
de,OBJECT
menores,PERSON
que,OBJECT
sempre,OBJECT
o,OBJECT
acompanham,OBJECT
para,OBJECT
esse,OBJECT
serviço,OBJECT
de,OBJECT
locomoção,OBJECT
Boa,OBJECT
tarde,OBJECT
.,OBJECT
Já,OBJECT
a,OBJECT
algum,OBJECT
tempo,OBJECT
eu,OBJECT
e,OBJECT
um,OBJECT
grupo,PERSON
de,OBJECT
vizinho,PERSON
vimos,OBJECT
denunciando,OBJECT
alguns,OBJECT
acontecimentos,OBJECT
desagradáveis,OBJECT
.,OBJECT
Já,OBJECT
estavamos,OBJECT
começando,OBJECT
a,OBJECT
pensar,OBJECT
que,OBJECT
este,OBJECT
canal,OBJECT
de,OBJECT
denuncia,OBJECT
não,OBJECT
funcionasse,OBJECT
.,OBJECT
Pois,OBJECT
já,OBJECT
tem,OBJECT
algum,OBJECT
tempo,OBJECT
que,OBJECT
fazemos,OBJECT
a,OBJECT
denúncias,OBJECT
e,OBJECT
não,OBJECT
vemos,OBJECT
nada,OBJECT
acontecer,OBJECT
.,OBJECT
Hoje,OBJECT
pela,OBJECT
manhã,OBJECT
",",OBJECT
percebi,OBJECT
de,OBJECT
casa,LOCATION
a,OBJECT
presença,OBJECT
de,OBJECT
homens,PERSON
",",OBJECT
onde,OBJECT
um,OBJECT
deles,OBJECT
estaria,OBJECT
com,OBJECT
distintivo,OBJECT
na,OBJECT
cintura,OBJECT
",",OBJECT
mas,OBJECT
o,OBJECT
carro,OBJECT
deles,OBJECT
estava,OBJECT
descaracterizado,OBJECT
.,OBJECT
Deu,OBJECT
para,OBJECT
vê-los,OBJECT
verificando,OBJECT
todo,OBJECT
o,OBJECT
quintal,OBJECT
",",OBJECT
mas,OBJECT
a,OBJECT
maior,OBJECT
parte,OBJECT
do,OBJECT
material,OBJECT
fica,OBJECT
dentro,OBJECT
do,OBJECT
casa,LOCATION
.,OBJECT
Quase,OBJECT
que,OBJECT
diariamente,OBJECT
se,OBJECT
vê,OBJECT
caixas,OBJECT
com,OBJECT
garrafas,OBJECT
vazias,OBJECT
pelo,OBJECT
portao,OBJECT
e,OBJECT
pelo,OBJECT
quintal,OBJECT
.,OBJECT
Ele,OBJECT
usa,OBJECT
a,OBJECT
vodka,OBJECT
komarof,OBJECT
",",OBJECT
para,OBJECT
encher,OBJECT
as,OBJECT
outras,OBJECT
garrafas,OBJECT
.,OBJECT
Quando,OBJECT
os,OBJECT
policiais,PERSON
estiveram,OBJECT
na,OBJECT
casa,LOCATION
dele,OBJECT
hojepela,OBJECT
manhã,OBJECT
",",OBJECT
o,OBJECT
Rafael,PERSON
",",OBJECT
que,OBJECT
é,OBJECT
",",OBJECT
o,OBJECT
cara,OBJECT
que,OBJECT
faz,OBJECT
as,OBJECT
bebidas,OBJECT
",",OBJECT
na,OBJECT
estava,OBJECT
.,OBJECT
Mas,OBJECT
agora,OBJECT
a,OBJECT
tarde,OBJECT
ele,OBJECT
chegou,OBJECT
",",OBJECT
inclusive,OBJECT
com,OBJECT
muitas,OBJECT
garrafas,OBJECT
.,OBJECT
A,OBJECT
visita,OBJECT
da,OBJECT
polícia,ORGANIZATION
não,OBJECT
o,OBJECT
intimidou,OBJECT
.,OBJECT
Inclusive,OBJECT
houve,OBJECT
venda,OBJECT
de,OBJECT
bebidas,OBJECT
hj,OBJECT
após,OBJECT
a,OBJECT
presença,OBJECT
da,OBJECT
polícia,ORGANIZATION
.,OBJECT
O,OBJECT
Rafael,PERSON
não,OBJECT
reside,OBJECT
neste,OBJECT
endereço,OBJECT
",",OBJECT
ele,OBJECT
reside,OBJECT
na,OBJECT
cidade,LOCATION
de,OBJECT
Deus,PERSON
",",OBJECT
ele,OBJECT
apenas,OBJECT
usa,OBJECT
o,OBJECT
endereço,OBJECT
para,OBJECT
as,OBJECT
práticas,OBJECT
ilegais,OBJECT
.,OBJECT
Tudo,OBJECT
isso,OBJECT
com,OBJECT
conivência,OBJECT
de,OBJECT
seus,OBJECT
pais,PERSON
.,OBJECT
Pelo,OBJECT
que,OBJECT
vi,OBJECT
",",OBJECT
os,OBJECT
policiais,PERSON
não,OBJECT
entraram,OBJECT
na,OBJECT
residência,LOCATION
",",OBJECT
que,OBJECT
é,OBJECT
onde,OBJECT
a,OBJECT
maior,OBJECT
parte,OBJECT
do,OBJECT
material,OBJECT
fica,OBJECT
armazenado,OBJECT
.,OBJECT
Peço,OBJECT
por,OBJECT
gentileza,OBJECT
que,OBJECT
verifiquem,OBJECT
",",OBJECT
não,OBJECT
abandonem,OBJECT
a,OBJECT
denuncia,OBJECT
.,OBJECT
Freqüentemente,OBJECT
ele,OBJECT
vende,OBJECT
as,OBJECT
bebidas,OBJECT
falsificadas,OBJECT
por,OBJECT
ele,OBJECT
lá,OBJECT
na,OBJECT
porta,OBJECT
dele,OBJECT
",",OBJECT
pessoas,PERSON
armadas,OBJECT
frequentam,OBJECT
o,OBJECT
local,LOCATION
",",OBJECT
prisrituicao,OBJECT
de,OBJECT
meninas,PERSON
menores,OBJECT
",",OBJECT
etc,OBJECT
.,OBJECT
.,OBJECT
.,OBJECT
No,OBJECT
próximo,OBJECT
dia,OBJECT
24,OBJECT
/,OBJECT
06,OBJECT
o,OBJECT
Rafael,PERSON
dará,OBJECT
uma,OBJECT
festa,OBJECT
.,OBJECT
A,OBJECT
festa,OBJECT
será,OBJECT
no,OBJECT
endereço,OBJECT
da,OBJECT
denuncia,OBJECT
",",OBJECT
ou,OBJECT
na,OBJECT
casa,LOCATION
da,OBJECT
frente,OBJECT
",",OBJECT
casa,LOCATION
do,OBJECT
Júlio,PERSON
bombeiro,OBJECT
.,OBJECT
Segundo,OBJECT
informações,OBJECT
a,OBJECT
festa,OBJECT
será,OBJECT
regada,OBJECT
a,OBJECT
drogas,OBJECT
",",OBJECT
bebidas,OBJECT
falsificadas,OBJECT
",",OBJECT
além,OBJECT
da,OBJECT
presença,OBJECT
de,OBJECT
alguns,OBJECT
bandidos,PERSON
da,OBJECT
cidade,LOCATION
de,OBJECT
Deus,PERSON
e,OBJECT
de,OBJECT
prostituição,OBJECT
de,OBJECT
.,OBJECT
Inclusive,OBJECT
bandidos,PERSON
que,OBJECT
deveriam,OBJECT
estar,OBJECT
presos,OBJECT
.,OBJECT
Esta,OBJECT
informação,OBJECT
tive,OBJECT
ontem,OBJECT
.,OBJECT
Pq,OBJECT
meu,OBJECT
filho,PERSON
foi,OBJECT
convidado,OBJECT
e,OBJECT
eu,OBJECT
o,OBJECT
proibi,OBJECT
de,OBJECT
colocar,OBJECT
os,OBJECT
pés,OBJECT
neste,OBJECT
antro,OBJECT
.,OBJECT
A,OBJECT
droga,OBJECT
provavelmente,OBJECT
será,OBJECT
bancada,OBJECT
pelo,OBJECT
irmão,PERSON
dele,OBJECT
",",OBJECT
conhecido,OBJECT
como,OBJECT
chocolate,OBJECT
.,OBJECT
Não,OBJECT
sei,OBJECT
qual,OBJECT
foi,OBJECT
a,OBJECT
avaliação,OBJECT
dos,OBJECT
policiais,PERSON
",",OBJECT
mas,OBJECT
peço,OBJECT
que,OBJECT
Vigia,OBJECT
e,OBJECT
é,OBJECT
do,OBJECT
tráfico,OBJECT
no,OBJECT
final,OBJECT
da,OBJECT
rua,LOCATION
Devido,OBJECT
o,OBJECT
mesmo,OBJECT
possuir,OBJECT
algum,OBJECT
problema,OBJECT
no,OBJECT
olho,OBJECT
o,OBJECT
mesmo,OBJECT
sempre,OBJECT
se,OBJECT
encontra,OBJECT
de,OBJECT
óculos,OBJECT
O,OBJECT
local,LOCATION
de,OBJECT
sua,OBJECT
preferência,OBJECT
é,OBJECT
um,OBJECT
toco,OBJECT
que,OBJECT
fica,OBJECT
embaixo,OBJECT
da,OBJECT
marquise,OBJECT
de,OBJECT
um,OBJECT
bar,LOCATION
desativado,OBJECT
neste,OBJECT
local,LOCATION
ele,OBJECT
consegue,OBJECT
observar,OBJECT
a,OBJECT
entrada,OBJECT
da,OBJECT
viatura,OBJECT
ou,OBJECT
de,OBJECT
qualquer,OBJECT
cliente,PERSON
Citroën,OBJECT
c3,OBJECT
branco,OBJECT
abandonado,OBJECT
Um,OBJECT
cara,OBJECT
chamado,OBJECT
Marcos,OBJECT
Martins,OBJECT
fica,OBJECT
mandando,OBJECT
foto,OBJECT
pra,OBJECT
minha,OBJECT
namorada,PERSON
armado,OBJECT
de,OBJECT
FAL,ORGANIZATION
762,OBJECT
.,OBJECT
[,OBJECT
22,OBJECT
/,OBJECT
2,OBJECT
08,OBJECT
:,OBJECT
37,OBJECT
],OBJECT
Deus,PERSON
a,OBJECT
cima,OBJECT
de,OBJECT
tudo,OBJECT
Amém,OBJECT
.,OBJECT
:,OBJECT
Bom,OBJECT
dia,OBJECT
comunidade,PERSON
da,OBJECT
Mangueirinha,LOCATION
bairro,OBJECT
Tribobó,OBJECT
são,OBJECT
Gonçalo,OBJECT
[,OBJECT
22,OBJECT
/,OBJECT
2,OBJECT
08,OBJECT
:,OBJECT
38,OBJECT
],OBJECT
Deus,PERSON
a,OBJECT
cima,OBJECT
de,OBJECT
tudo,OBJECT
Amém,OBJECT
.,OBJECT
:,OBJECT
Bandido,PERSON
saiu,OBJECT
dá,OBJECT
cadeia,OBJECT
e,OBJECT
já,OBJECT
está,OBJECT
no,OBJECT
tráfico,OBJECT
de,OBJECT
novo,OBJECT
apelido,OBJECT
dele,OBJECT
PL,ORGANIZATION
[,OBJECT
22,OBJECT
/,OBJECT
2,OBJECT
08,OBJECT
:,OBJECT
38,OBJECT
],OBJECT
Deus,PERSON
a,OBJECT
cima,OBJECT
de,OBJECT
tudo,OBJECT
Amém,OBJECT
.,OBJECT
:,OBJECT
apelido,OBJECT
do,OBJECT
cabeça,OBJECT
desta,OBJECT
comunidade,PERSON
Da,OBJECT
Lua,OBJECT
[,OBJECT
22,OBJECT
/,OBJECT
2,OBJECT
08,OBJECT
:,OBJECT
38,OBJECT
],OBJECT
Deus,PERSON
a,OBJECT
cima,OBJECT
de,OBJECT
tudo,OBJECT
Amém,OBJECT
.,OBJECT
:,OBJECT
Precisa,OBJECT
de,OBJECT
operações,OBJECT
nesta,OBJECT
comunidade,PERSON
urgente,OBJECT
3,OBJECT
carros,OBJECT
entrou,OBJECT
na,OBJECT
rua,LOCATION
Joaquim,OBJECT
de,OBJECT
Queiroz,OBJECT
localidade,LOCATION
da,OBJECT
grota,OBJECT
complexo,OBJECT
do,OBJECT
Alemão,OBJECT
hoje,OBJECT
as,OBJECT
16,OBJECT
:,OBJECT
00,OBJECT
com,OBJECT
uns,OBJECT
15,OBJECT
traficantes,PERSON
armados,OBJECT
.,OBJECT
Traficantes,PERSON
aliciando,OBJECT
estudantes,PERSON
",",OBJECT
atrás,OBJECT
do,OBJECT
colégio,LOCATION
Marcílio,OBJECT
dias,OBJECT
",",OBJECT
polícia,ORGANIZATION
vem,OBJECT
nos,OBJECT
ajudar,OBJECT
Baile,OBJECT
funk,OBJECT
ocorrendo,OBJECT
no,OBJECT
bairro,LOCATION
Almerinda,OBJECT
",",OBJECT
com,OBJECT
perturbação,OBJECT
da,OBJECT
ordem,OBJECT
e,OBJECT
venda,OBJECT
de,OBJECT
ilícitos,PERSON
.,OBJECT
Novo,OBJECT
Fox,OBJECT
",",OBJECT
Branco,OBJECT
Roubado,OBJECT
em,OBJECT
Marica,LOCATION
",",OBJECT
por,OBJECT
volta,OBJECT
das,OBJECT
10,OBJECT
:,OBJECT
00am,OBJECT
",",OBJECT
o,OBJECT
mesmo,OBJECT
seguiu,OBJECT
em,OBJECT
direção,OBJECT
ao,OBJECT
bananal,OBJECT
.,OBJECT
Toda,OBJECT
segunda,OBJECT
e,OBJECT
sexta,OBJECT
tem,OBJECT
baile,OBJECT
na,OBJECT
pedra,OBJECT
do,OBJECT
sal,OBJECT
",",OBJECT
já,OBJECT
está,OBJECT
sendo,OBJECT
chamada,OBJECT
de,OBJECT
baile,OBJECT
da,OBJECT
Bibi,PERSON
",",OBJECT
todos,OBJECT
sabem,OBJECT
o,OBJECT
porquê,OBJECT
!,OBJECT
É,OBJECT
funk,OBJECT
a,OBJECT
madrugada,OBJECT
toda,OBJECT
",",OBJECT
drogas,OBJECT
parecendo,OBJECT
feira,OBJECT
",",OBJECT
bagunça,OBJECT
",",OBJECT
brigas,OBJECT
",",OBJECT
roubos,OBJECT
",",OBJECT
a,OBJECT
polícia,ORGANIZATION
só,OBJECT
aparece,OBJECT
pra,OBJECT
pegar,OBJECT
uns,OBJECT
trocados,OBJECT
e,OBJECT
vai,OBJECT
embora,OBJECT
.,OBJECT
https,OBJECT
:,OBJECT
/,OBJECT
/,OBJECT
m,OBJECT
.,OBJECT
facebook,ORGANIZATION
.,OBJECT
com,OBJECT
/,OBJECT
story,OBJECT
.,OBJECT
php,OBJECT
?,OBJECT
story_fbid,OBJECT
=,OBJECT
1729524404016405,OBJECT
&,OBJECT
id,OBJECT
=,OBJECT
1412792212356294,OBJECT
Trafico,OBJECT
de,OBJECT
drogas,OBJECT
",",OBJECT
no,OBJECT
Morro,LOCATION
do,OBJECT
pires,OBJECT
.,OBJECT
Subam,OBJECT
pela,OBJECT
rua,LOCATION
padre,PERSON
angelo,OBJECT
bruno,OBJECT
No,OBJECT
bairro,LOCATION
da,OBJECT
engenhoca,OBJECT
.,OBJECT
E,OBJECT
subam,OBJECT
tambem,OBJECT
pela,OBJECT
travessa,OBJECT
peçanha,OBJECT
no,OBJECT
barreto,OBJECT
ai,OBJECT
vcs,OBJECT
vao,OBJECT
encurralar,OBJECT
.,OBJECT
Fiquem,OBJECT
tranquilos,OBJECT
nao,OBJECT
tem,OBJECT
fuzil,OBJECT
so,OBJECT
pistolas,OBJECT
Algumas,OBJECT
semanas,OBJECT
atrás,OBJECT
foi,OBJECT
feito,OBJECT
denúncias,OBJECT
sobre,OBJECT
tráfico,OBJECT
de,OBJECT
drogas,OBJECT
em,OBJECT
São,OBJECT
Gonçalo,OBJECT
-,OBJECT
Jardim,OBJECT
República,OBJECT
-,OBJECT
na,OBJECT
rua,LOCATION
Endereço,OBJECT
:,OBJECT
Final,OBJECT
da,OBJECT
rua,LOCATION
Arminda,OBJECT
de,OBJECT
almeida,OBJECT
.,OBJECT
nunca,OBJECT
houve,OBJECT
tráfico,OBJECT
e,OBJECT
nem,OBJECT
bandidos,PERSON
andando,OBJECT
com,OBJECT
armas,OBJECT
de,OBJECT
Grosso,OBJECT
calibre,OBJECT
.,OBJECT
.,OBJECT
.,OBJECT
.,OBJECT
.,OBJECT
moradores,PERSON
estão,OBJECT
acuados,OBJECT
.,OBJECT
.,OBJECT
.,OBJECT
.,OBJECT
desde,OBJECT
então,OBJECT
nada,OBJECT
tem,OBJECT
sido,OBJECT
feito,OBJECT
pelo,OBJECT
Estado,ORGANIZATION
ou,OBJECT
o,OBJECT
7,OBJECT
°,OBJECT
BPM,OBJECT
.,OBJECT
Sem,OBJECT
contar,OBJECT
que,OBJECT
eles,OBJECT
já,OBJECT
se,OBJECT
instalaram,OBJECT
de,OBJECT
mala,OBJECT
e,OBJECT
cuia,OBJECT
e,OBJECT
invadindo,OBJECT
casas,LOCATION
de,OBJECT
moradores,PERSON
.,OBJECT
Protocolo,OBJECT
da,OBJECT
ultima,OBJECT
ligacao,OBJECT
:,OBJECT
3185,OBJECT
/,OBJECT
8,OBJECT
/,OBJECT
2017,OBJECT
Os,OBJECT
traficantes,PERSON
da,OBJECT
favela,LOCATION
do,OBJECT
lixão,OBJECT
estao,OBJECT
traficando,OBJECT
ao,OBJECT
lado,OBJECT
da,OBJECT
igreja,ORGANIZATION
ANABATISTA,OBJECT
",",OBJECT
a,OBJECT
50,OBJECT
metros,OBJECT
da,OBJECT
entrada,OBJECT
principal,OBJECT
da,OBJECT
favela,LOCATION
",",OBJECT
atualmente,OBJECT
a,OBJECT
polícia,ORGANIZATION
colocou,OBJECT
uma,OBJECT
cabine,OBJECT
na,OBJECT
entrada,OBJECT
da,OBJECT
favela,LOCATION
",",OBJECT
mas,OBJECT
parece,OBJECT
q,OBJECT
eles,OBJECT
estão,OBJECT
recebendo,OBJECT
propina,OBJECT
dos,OBJECT
traficantes,PERSON
pois,OBJECT
é,OBJECT
impossível,OBJECT
eles,OBJECT
não,OBJECT
verem,OBJECT
a,OBJECT
venda,OBJECT
de,OBJECT
drogas,OBJECT
.,OBJECT
Tráfico,OBJECT
drogas,OBJECT
na,OBJECT
rua,LOCATION
José,OBJECT
Felipe,OBJECT
de,OBJECT
Souza,OBJECT
bairro,OBJECT
ITAMBI,OBJECT
CIDADE,OBJECT
Itaboraí,OBJECT
durante,OBJECT
dia,OBJECT
e,OBJECT
noite,OBJECT
",",OBJECT
lembrando,OBJECT
que,OBJECT
fica,OBJECT
2,OBJECT
ruas,LOCATION
do,OBJECT
Dpo,ORGANIZATION
.,OBJECT
Participo,OBJECT
de,OBJECT
uma,OBJECT
página,OBJECT
de,OBJECT
humor,OBJECT
e,OBJECT
essa,OBJECT
menina,PERSON
perguntou,OBJECT
vc,OBJECT
como,OBJECT
levar,OBJECT
drogas,OBJECT
no,OBJECT
avião,LOCATION
e,OBJECT
esse,OBJECT
momento,OBJECT
ela,OBJECT
disse,OBJECT
que,OBJECT
está,OBJECT
dentro,OBJECT
do,OBJECT
avião,LOCATION
com,OBJECT
drogos,OBJECT
no,OBJECT
corpo,OBJECT
não,OBJECT
sei,OBJECT
se,OBJECT
é,OBJECT
verdade,OBJECT
mais,OBJECT
fiz,OBJECT
meu,OBJECT
dever,OBJECT
de,OBJECT
informar,OBJECT
continua,OBJECT
o,OBJECT
consumo,OBJECT
diário,OBJECT
de,OBJECT
maconha,OBJECT
e,OBJECT
pior,OBJECT
ainda,OBJECT
na,OBJECT
sexta,OBJECT
",",OBJECT
sábado,OBJECT
e,OBJECT
domingo,OBJECT
.,OBJECT
.,OBJECT
.,OBJECT
os,OBJECT
moradores,PERSON
já,OBJECT
não,OBJECT
aguentam,OBJECT
mais,OBJECT
.,OBJECT
.,OBJECT
.,OBJECT
a,OBJECT
rua,LOCATION
fica,OBJECT
tomada,OBJECT
de,OBJECT
vagabundo,PERSON
.,OBJECT
.,OBJECT
.,OBJECT
e,OBJECT
não,OBJECT
é,OBJECT
próxima,OBJECT
a,OBJECT
área,OBJECT
de,OBJECT
risco,OBJECT
nem,OBJECT
favela,LOCATION
.,OBJECT
.,OBJECT
.,OBJECT
é,OBJECT
rua,LOCATION
residencial,OBJECT
.,OBJECT
.,OBJECT
.,OBJECT
a,OBJECT
polícia,ORGANIZATION
foi,OBJECT
ao,OBJECT
local,LOCATION
na,OBJECT
denúncia,OBJECT
passada,OBJECT
.,OBJECT
.,OBJECT
.,OBJECT
mas,OBJECT
depois,OBJECT
",",OBJECT
sumiu,OBJECT
e,OBJECT
os,OBJECT
mesmos,OBJECT
usuários,PERSON
voltaram,OBJECT
.,OBJECT
.,OBJECT
.,OBJECT
Hoje,OBJECT
nessa,OBJECT
madrugada,OBJECT
a,OBJECT
policia,ORGANIZATION
matou,OBJECT
2,OBJECT
elementos,OBJECT
